 ID,Name,Created,Updated
129,Laihia,2025-01-05T20:46:57.323Z,2025-01-05T20:46:57.323Z
128,Lahti,2025-01-05T20:46:52.623Z,2025-01-05T20:46:52.623Z
127,Kökar,2025-01-05T20:46:38.594Z,2025-01-05T20:46:38.594Z
126,Kärsämäki,2025-01-05T20:46:33.199Z,2025-01-05T20:46:33.199Z
125,Kärkölä,2025-01-05T20:46:24.059Z,2025-01-05T20:46:24.059Z
124,Kyyjärvi,2025-01-05T20:46:18.383Z,2025-01-05T20:46:18.383Z
123,Kuusamo,2025-01-05T20:46:11.636Z,2025-01-05T20:46:11.636Z
122,Kustavi,2025-01-05T20:46:06.927Z,2025-01-05T20:46:06.927Z
121,Kurikka,2025-01-05T20:46:01.774Z,2025-01-05T20:46:01.774Z
120,Kuortane,2025-01-05T20:45:55.164Z,2025-01-05T20:45:55.164Z
119,Kuopio,2025-01-05T20:45:50.579Z,2025-01-05T20:45:50.579Z
118,Kumlinge,2025-01-05T20:45:41.300Z,2025-01-05T20:45:41.300Z
117,Kuhmoinen,2025-01-05T20:45:36.358Z,2025-01-05T20:45:36.358Z
116,Kuhmo,2025-01-05T20:45:31.481Z,2025-01-05T20:45:31.481Z
115,Kruunupyy,2025-01-05T20:45:27.664Z,2025-01-05T20:45:27.664Z
114,Kristiinankaupunki,2025-01-05T20:45:21.699Z,2025-01-05T20:45:21.699Z
113,Kotka,2025-01-05T20:45:12.745Z,2025-01-05T20:45:12.745Z
112,Koski Tl,2025-01-05T20:45:07.167Z,2025-01-05T20:45:07.167Z
111,Korsnäs,2025-01-05T20:44:15.200Z,2025-01-05T20:44:15.200Z
110,Kontiolahti,2025-01-05T20:44:04.866Z,2025-01-05T20:44:04.866Z
109,Konnevesi,2025-01-05T20:43:58.568Z,2025-01-05T20:43:58.568Z
108,Kolari,2025-01-05T20:43:53.470Z,2025-01-05T20:43:53.470Z
107,Kokkola,2025-01-05T20:43:49.039Z,2025-01-05T20:43:49.039Z
106,Kokemäki,2025-01-05T20:43:44.122Z,2025-01-05T20:43:44.122Z
105,Kivijärvi,2025-01-05T20:43:14.963Z,2025-01-05T20:43:14.963Z
104,Kiuruvesi,2025-01-05T20:43:09.678Z,2025-01-05T20:43:09.678Z
103,Kittilä,2025-01-05T20:43:03.803Z,2025-01-05T20:43:03.803Z
102,Kitee,2025-01-05T20:42:56.052Z,2025-01-05T20:42:56.052Z
101,Kirkkonummi,2025-01-05T20:42:52.039Z,2025-01-05T20:42:52.039Z
100,Kinnula,2025-01-05T20:42:46.086Z,2025-01-05T20:42:46.086Z
99,Kihniö,2025-01-05T20:42:39.794Z,2025-01-05T20:42:39.794Z
98,Keuruu,2025-01-05T20:42:30.856Z,2025-01-05T20:42:30.856Z
97,Kerava,2025-01-05T20:42:24.708Z,2025-01-05T20:42:24.708Z
96,Kempele,2025-01-05T20:42:16.660Z,2025-01-05T20:42:16.660Z
95,Kemiönsaari,2025-01-05T20:42:10.141Z,2025-01-05T20:42:10.141Z
94,Keminmaa,2025-01-05T20:41:51.270Z,2025-01-05T20:41:51.270Z
93,Kemijärvi,2025-01-05T20:41:24.388Z,2025-01-05T20:41:24.388Z
92,Kemi,2025-01-05T20:41:18.553Z,2025-01-05T20:41:18.553Z
91,Keitele,2025-01-05T20:41:14.167Z,2025-01-05T20:41:14.167Z
90,Kaustinen,2025-01-05T20:41:10.331Z,2025-01-05T20:41:10.331Z
89,Kauniainen,2025-01-05T20:41:02.883Z,2025-01-05T20:41:02.883Z
88,Kauhava,2025-01-05T20:40:53.187Z,2025-01-05T20:40:53.187Z
87,Kauhajoki,2025-01-05T20:40:47.756Z,2025-01-05T20:40:47.756Z
86,Kaskinen,2025-01-05T20:40:42.243Z,2025-01-05T20:40:42.243Z
85,Karvia,2025-01-05T20:40:36.976Z,2025-01-05T20:40:36.976Z
84,Karstula,2025-01-05T20:40:30.345Z,2025-01-05T20:40:30.345Z
83,Karkkila,2025-01-05T20:40:24.448Z,2025-01-05T20:40:24.448Z
82,Karijoki,2025-01-05T20:40:19.917Z,2025-01-05T20:40:19.917Z
81,Kannus,2025-01-05T20:40:06.877Z,2025-01-05T20:40:06.877Z
80,Kannonkoski,2025-01-05T20:40:01.257Z,2025-01-05T20:40:01.257Z
79,Kankaanpää,2025-01-05T20:39:47.514Z,2025-01-05T20:39:47.514Z
78,Kangasniemi,2025-01-05T20:39:41.975Z,2025-01-05T20:39:41.975Z
77,Kangasala,2025-01-05T20:39:36.305Z,2025-01-05T20:39:36.305Z
76,Kalajoki,2025-01-05T20:39:28.713Z,2025-01-05T20:39:28.713Z
75,Kajaani,2025-01-05T20:39:24.234Z,2025-01-05T20:39:24.234Z
74,Kaavi,2025-01-05T20:39:19.256Z,2025-01-05T20:39:19.256Z
73,Kaarina,2025-01-05T20:38:05.039Z,2025-01-05T20:38:05.039Z
72,Järvenpää,2025-01-05T20:37:56.137Z,2025-01-05T20:37:56.137Z
71,Jämsä,2025-01-05T20:37:50.916Z,2025-01-05T20:37:50.916Z
70,Jämijärvi,2025-01-05T20:37:46.769Z,2025-01-05T20:37:46.769Z
68,Juva,2025-01-05T20:37:34.193Z,2025-01-05T20:37:34.193Z
67,Juupajoki,2025-01-05T20:37:29.740Z,2025-01-05T20:37:29.740Z
66,Juuka,2025-01-05T20:37:24.988Z,2025-01-05T20:37:24.988Z
65,Joutsa,2025-01-05T20:37:18.366Z,2025-01-05T20:37:18.366Z
64,Joroinen,2025-01-05T20:37:12.995Z,2025-01-05T20:37:12.995Z
63,Jomala,2025-01-05T20:37:06.919Z,2025-01-05T20:37:06.919Z
62,Jokioinen,2025-01-05T20:36:56.093Z,2025-01-05T20:36:56.093Z
61,Joensuu,2025-01-05T20:36:49.252Z,2025-01-05T20:36:49.252Z
60,Janakkala,2025-01-05T20:36:40.143Z,2025-01-05T20:36:40.143Z
59,Isokyrö,2025-01-05T20:36:33.495Z,2025-01-05T20:36:33.495Z
58,Isojoki,2025-01-05T20:36:24.452Z,2025-01-05T20:36:24.452Z
57,Inkoo,2025-01-05T20:36:19.178Z,2025-01-05T20:36:19.178Z
56,Inari,2025-01-05T20:36:15.553Z,2025-01-05T20:36:15.553Z
55,Imatra,2025-01-05T20:36:05.659Z,2025-01-05T20:36:05.659Z
54,Ilomantsi,2025-01-05T20:36:01.443Z,2025-01-05T20:36:01.443Z
53,Ilmajoki,2025-01-05T20:35:54.525Z,2025-01-05T20:35:54.525Z
52,Ikaalinen,2025-01-05T20:35:49.554Z,2025-01-05T20:35:49.554Z
51,Iitti,2025-01-05T20:35:36.993Z,2025-01-05T20:35:36.993Z
50,Iisalmi,2025-01-05T20:35:30.525Z,2025-01-05T20:35:30.525Z
49,Ii,2025-01-05T20:35:24.833Z,2025-01-05T20:35:24.833Z
48,Hämeenlinna,2025-01-05T20:35:20.995Z,2025-01-05T20:35:20.995Z
47,Hämeenkyrö,2025-01-05T20:35:14.503Z,2025-01-05T20:35:14.503Z
46,Hyvinkää,2025-01-05T20:35:07.414Z,2025-01-05T20:35:07.414Z
45,Hyrynsalmi,2025-01-05T20:35:02.248Z,2025-01-05T20:35:02.248Z
44,Humppila,2025-01-05T20:34:52.582Z,2025-01-05T20:34:52.582Z
43,Huittinen,2025-01-05T20:34:48.158Z,2025-01-05T20:34:48.158Z
42,Hollola,2025-01-05T20:34:42.534Z,2025-01-05T20:34:42.534Z
41,Hirvensalmi,2025-01-05T20:34:22.904Z,2025-01-05T20:34:22.904Z
39,Heinävesi,2025-01-05T20:34:12.310Z,2025-01-05T20:34:12.310Z
38,Heinola,2025-01-05T20:34:04.754Z,2025-01-05T20:34:04.754Z
37,Hausjärvi,2025-01-05T20:34:00.180Z,2025-01-05T20:34:00.180Z
36,Hattula,2025-01-05T20:33:51.977Z,2025-01-05T20:33:51.977Z
35,Hartola,2025-01-05T20:33:46.939Z,2025-01-05T20:33:46.939Z
34,Harjavalta,2025-01-05T20:33:41.747Z,2025-01-05T20:33:41.747Z
33,Hanko,2025-01-05T20:33:36.138Z,2025-01-05T20:33:36.138Z
32,Hankasalmi,2025-01-05T20:33:31.671Z,2025-01-05T20:33:31.671Z
31,Hammarland,2025-01-05T20:33:25.431Z,2025-01-05T20:33:25.431Z
30,Hamina,2025-01-05T20:33:20.604Z,2025-01-05T20:33:20.604Z
29,Halsua,2025-01-05T20:29:16.164Z,2025-01-05T20:32:46.991Z
28,Hailuoto,2025-01-05T20:29:07.094Z,2025-01-05T20:32:42.459Z
27,Haapavesi,2025-01-05T20:29:01.323Z,2025-01-05T20:32:36.599Z
26,Haapajärvi,2025-01-05T20:28:55.288Z,2025-01-05T20:32:28.991Z
25,Geta,2025-01-05T20:28:12.504Z,2025-01-05T20:32:21.870Z
24,Föglö,2025-01-05T20:28:08.646Z,2025-01-05T20:32:17.218Z
23,Forssa,2025-01-05T20:28:01.347Z,2025-01-05T20:32:11.429Z
22,Finström,2025-01-05T20:27:53.897Z,2025-01-05T20:32:06.446Z
21,Evijärvi,2025-01-05T20:27:47.002Z,2025-01-05T20:31:58.354Z
20,Eurajoki,2025-01-05T20:27:18.908Z,2025-01-05T20:31:50.140Z
19,Eura,2025-01-05T20:27:12.985Z,2025-01-05T20:31:43.619Z
18,Espoo,2025-01-05T20:27:07.642Z,2025-01-05T20:31:37.594Z
17,Enontekiö,2025-01-05T20:27:02.981Z,2025-01-05T20:31:30.913Z
16,Enonkoski,2025-01-05T20:26:56.702Z,2025-01-05T20:31:22.967Z
15,Eckerö,2025-01-05T20:26:49.917Z,2025-01-05T20:31:14.225Z
14,Brändö,2025-01-05T20:26:41.747Z,2025-01-05T20:31:06.562Z
13,Aura,2025-01-05T18:18:43.730Z,2025-01-05T20:30:59.560Z
12,Askola,2025-01-05T18:18:37.230Z,2025-01-05T20:30:53.206Z
11,Asikkala,2025-01-05T18:18:31.817Z,2025-01-05T20:30:46.117Z
10,Alavus,2025-01-05T18:18:25.563Z,2025-01-05T20:30:37.961Z
9,Alavieska,2025-01-05T18:18:21.064Z,2025-01-05T20:30:31.240Z
8,Alajärvi,2025-01-05T18:18:12.157Z,2025-01-05T20:30:19.460Z
7,Akaa,2025-01-05T18:17:27.420Z,2025-01-05T20:30:09.418Z
6,Tampere,2024-12-31T15:47:41.975Z,2025-01-05T20:30:01.502Z
5,Helsinki,2024-12-31T15:47:34.931Z,2025-01-05T20:29:55.599Z
4,Oulu,2024-12-31T15:46:15.891Z,2025-01-05T20:29:48.419Z
3,Kouvola,2024-12-31T15:46:11.177Z,2025-01-05T20:29:42.519Z
2,Rovaniemi,2024-12-31T15:46:01.438Z,2025-01-05T20:29:35.551Z
1,Jyväskylä,2024-12-31T15:45:49.610Z,2025-01-05T20:29:27.441Z
